Away Team ID,Away Team Abbr,Away Team City,Away Team Name,Home Team ID,Home Team Abbr,Home Team City,Home Team Name,Location
84,BRO,Brooklyn,Nets,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
110,NOP,New Orleans,Pelicans,106,SAS,San Antonio,Spurs,AT&T Center
97,POR,Portland,Trail Blazers,99,DEN,Denver,Nuggets,Pepsi Center
100,MIN,Minnesota,Timberwolves,103,SAC,Sacramento,Kings,Sleep Train Arena
98,UTA,Utah,Jazz,102,LAC,Los Angeles,Clippers,Staples Center
101,GSW,Golden State,Warriors,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
106,SAS,San Antonio,Spurs,92,MIA,Miami,Heat,American Airlines Arena
90,MIL,Milwaukee,Bucks,88,DET,Detroit,Pistons,Palace of Auburn Hills
105,LAL,Los Angeles,Lakers,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
94,WAS,Washington,Wizards,107,MEM,Memphis,Grizzlies,FedEx Forum
108,DAL,Dallas,Mavericks,109,HOU,Houston,Rockets,Toyota Center
99,DEN,Denver,Nuggets,81,TOR,Toronto,Raptors,Air Canada Centre
89,CHI,Chicago,Bulls,84,BRO,Brooklyn,Nets,Barclays Center
103,SAC,Sacramento,Kings,91,ATL,Atlanta,Hawks,Philips Arena
104,PHX,Phoenix,Suns,102,LAC,Los Angeles,Clippers,Staples Center
109,HOU,Houston,Rockets,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
95,ORL,Orlando,Magic,85,PHI,Philadelphia,76ers,Wells Fargo Center
105,LAL,Los Angeles,Lakers,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
103,SAC,Sacramento,Kings,92,MIA,Miami,Heat,American Airlines Arena
83,NYK,New York,Knicks,88,DET,Detroit,Pistons,Palace of Auburn Hills
90,MIL,Milwaukee,Bucks,110,NOP,New Orleans,Pelicans,Smoothie King Center
107,MEM,Memphis,Grizzlies,100,MIN,Minnesota,Timberwolves,Target Center
98,UTA,Utah,Jazz,106,SAS,San Antonio,Spurs,AT&T Center
101,GSW,Golden State,Warriors,97,POR,Portland,Trail Blazers,Moda Center
81,TOR,Toronto,Raptors,94,WAS,Washington,Wizards,Verizon Center
85,PHI,Philadelphia,76ers,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
88,DET,Detroit,Pistons,84,BRO,Brooklyn,Nets,Barclays Center
109,HOU,Houston,Rockets,83,NYK,New York,Knicks,Madison Square Garden
105,LAL,Los Angeles,Lakers,91,ATL,Atlanta,Hawks,Philips Arena
110,NOP,New Orleans,Pelicans,107,MEM,Memphis,Grizzlies,FedEx Forum
89,CHI,Chicago,Bulls,82,BOS,Boston,Celtics,TD Garden
108,DAL,Dallas,Mavericks,98,UTA,Utah,Jazz,Vivint Smart Home Arena
97,POR,Portland,Trail Blazers,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
96,OKL,Oklahoma City,Thunder,102,LAC,Los Angeles,Clippers,Staples Center
103,SAC,Sacramento,Kings,95,ORL,Orlando,Magic,Amway Center
87,IND,Indiana,Pacers,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
99,DEN,Denver,Nuggets,100,MIN,Minnesota,Timberwolves,Target Center
82,BOS,Boston,Celtics,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
96,OKL,Oklahoma City,Thunder,101,GSW,Golden State,Warriors,Oracle Arena
91,ATL,Atlanta,Hawks,94,WAS,Washington,Wizards,Verizon Center
92,MIA,Miami,Heat,81,TOR,Toronto,Raptors,Air Canada Centre
93,CHA,Charlotte,Hornets,84,BRO,Brooklyn,Nets,Barclays Center
83,NYK,New York,Knicks,89,CHI,Chicago,Bulls,United Center
102,LAC,Los Angeles,Clippers,107,MEM,Memphis,Grizzlies,FedEx Forum
104,PHX,Phoenix,Suns,110,NOP,New Orleans,Pelicans,Smoothie King Center
97,POR,Portland,Trail Blazers,108,DAL,Dallas,Mavericks,American Airlines Center
106,SAS,San Antonio,Spurs,98,UTA,Utah,Jazz,Vivint Smart Home Arena
101,GSW,Golden State,Warriors,105,LAL,Los Angeles,Lakers,Staples Center
100,MIN,Minnesota,Timberwolves,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
86,CLE,Cleveland,Cavaliers,85,PHI,Philadelphia,76ers,Wells Fargo Center
94,WAS,Washington,Wizards,95,ORL,Orlando,Magic,Amway Center
99,DEN,Denver,Nuggets,88,DET,Detroit,Pistons,Palace of Auburn Hills
89,CHI,Chicago,Bulls,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
109,HOU,Houston,Rockets,91,ATL,Atlanta,Hawks,Philips Arena
103,SAC,Sacramento,Kings,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
102,LAC,Los Angeles,Clippers,106,SAS,San Antonio,Spurs,AT&T Center
98,UTA,Utah,Jazz,83,NYK,New York,Knicks,Madison Square Garden
97,POR,Portland,Trail Blazers,107,MEM,Memphis,Grizzlies,FedEx Forum
103,SAC,Sacramento,Kings,81,TOR,Toronto,Raptors,Air Canada Centre
90,MIL,Milwaukee,Bucks,108,DAL,Dallas,Mavericks,American Airlines Center
99,DEN,Denver,Nuggets,82,BOS,Boston,Celtics,TD Garden
104,PHX,Phoenix,Suns,105,LAL,Los Angeles,Lakers,Staples Center
98,UTA,Utah,Jazz,85,PHI,Philadelphia,76ers,Wells Fargo Center
109,HOU,Houston,Rockets,94,WAS,Washington,Wizards,Verizon Center
87,IND,Indiana,Pacers,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
95,ORL,Orlando,Magic,89,CHI,Chicago,Bulls,United Center
92,MIA,Miami,Heat,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
88,DET,Detroit,Pistons,102,LAC,Los Angeles,Clippers,Staples Center
110,NOP,New Orleans,Pelicans,101,GSW,Golden State,Warriors,Oracle Arena
91,ATL,Atlanta,Hawks,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
100,MIN,Minnesota,Timberwolves,84,BRO,Brooklyn,Nets,Barclays Center
99,DEN,Denver,Nuggets,107,MEM,Memphis,Grizzlies,FedEx Forum
104,PHX,Phoenix,Suns,97,POR,Portland,Trail Blazers,Moda Center
108,DAL,Dallas,Mavericks,105,LAL,Los Angeles,Lakers,Staples Center
110,NOP,New Orleans,Pelicans,103,SAC,Sacramento,Kings,Sleep Train Arena
84,BRO,Brooklyn,Nets,83,NYK,New York,Knicks,Madison Square Garden
82,BOS,Boston,Celtics,94,WAS,Washington,Wizards,Verizon Center
98,UTA,Utah,Jazz,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
100,MIN,Minnesota,Timberwolves,95,ORL,Orlando,Magic,Amway Center
85,PHI,Philadelphia,76ers,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
89,CHI,Chicago,Bulls,91,ATL,Atlanta,Hawks,Philips Arena
81,TOR,Toronto,Raptors,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
88,DET,Detroit,Pistons,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
109,HOU,Houston,Rockets,106,SAS,San Antonio,Spurs,AT&T Center
97,POR,Portland,Trail Blazers,102,LAC,Los Angeles,Clippers,Staples Center
108,DAL,Dallas,Mavericks,101,GSW,Golden State,Warriors,Oracle Arena
110,NOP,New Orleans,Pelicans,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
89,CHI,Chicago,Bulls,92,MIA,Miami,Heat,American Airlines Arena
101,GSW,Golden State,Warriors,99,DEN,Denver,Nuggets,Pepsi Center
105,LAL,Los Angeles,Lakers,103,SAC,Sacramento,Kings,Sleep Train Arena
87,IND,Indiana,Pacers,85,PHI,Philadelphia,76ers,Wells Fargo Center
86,CLE,Cleveland,Cavaliers,94,WAS,Washington,Wizards,Verizon Center
81,TOR,Toronto,Raptors,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
98,UTA,Utah,Jazz,95,ORL,Orlando,Magic,Amway Center
83,NYK,New York,Knicks,82,BOS,Boston,Celtics,TD Garden
102,LAC,Los Angeles,Clippers,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
88,DET,Detroit,Pistons,106,SAS,San Antonio,Spurs,AT&T Center
103,SAC,Sacramento,Kings,97,POR,Portland,Trail Blazers,Moda Center
105,LAL,Los Angeles,Lakers,110,NOP,New Orleans,Pelicans,Smoothie King Center
82,BOS,Boston,Celtics,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
83,NYK,New York,Knicks,81,TOR,Toronto,Raptors,Air Canada Centre
85,PHI,Philadelphia,76ers,91,ATL,Atlanta,Hawks,Philips Arena
94,WAS,Washington,Wizards,89,CHI,Chicago,Bulls,United Center
106,SAS,San Antonio,Spurs,109,HOU,Houston,Rockets,Toyota Center
102,LAC,Los Angeles,Clippers,100,MIN,Minnesota,Timberwolves,Target Center
98,UTA,Utah,Jazz,92,MIA,Miami,Heat,American Airlines Arena
107,MEM,Memphis,Grizzlies,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
88,DET,Detroit,Pistons,99,DEN,Denver,Nuggets,Pepsi Center
84,BRO,Brooklyn,Nets,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
93,CHA,Charlotte,Hornets,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
95,ORL,Orlando,Magic,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
105,LAL,Los Angeles,Lakers,100,MIN,Minnesota,Timberwolves,Target Center
104,PHX,Phoenix,Suns,101,GSW,Golden State,Warriors,Oracle Arena
99,DEN,Denver,Nuggets,97,POR,Portland,Trail Blazers,Moda Center
95,ORL,Orlando,Magic,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
108,DAL,Dallas,Mavericks,83,NYK,New York,Knicks,Madison Square Garden
96,OKL,Oklahoma City,Thunder,88,DET,Detroit,Pistons,Palace of Auburn Hills
82,BOS,Boston,Celtics,110,NOP,New Orleans,Pelicans,Smoothie King Center
85,PHI,Philadelphia,76ers,109,HOU,Houston,Rockets,Toyota Center
92,MIA,Miami,Heat,106,SAS,San Antonio,Spurs,AT&T Center
107,MEM,Memphis,Grizzlies,98,UTA,Utah,Jazz,Vivint Smart Home Arena
84,BRO,Brooklyn,Nets,102,LAC,Los Angeles,Clippers,Staples Center
81,TOR,Toronto,Raptors,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
91,ATL,Atlanta,Hawks,92,MIA,Miami,Heat,American Airlines Arena
93,CHA,Charlotte,Hornets,100,MIN,Minnesota,Timberwolves,Target Center
89,CHI,Chicago,Bulls,97,POR,Portland,Trail Blazers,Moda Center
84,BRO,Brooklyn,Nets,105,LAL,Los Angeles,Lakers,Staples Center
94,WAS,Washington,Wizards,85,PHI,Philadelphia,76ers,Wells Fargo Center
110,NOP,New Orleans,Pelicans,95,ORL,Orlando,Magic,Amway Center
86,CLE,Cleveland,Cavaliers,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
108,DAL,Dallas,Mavericks,82,BOS,Boston,Celtics,TD Garden
88,DET,Detroit,Pistons,83,NYK,New York,Knicks,Madison Square Garden
90,MIL,Milwaukee,Bucks,91,ATL,Atlanta,Hawks,Philips Arena
109,HOU,Houston,Rockets,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
101,GSW,Golden State,Warriors,81,TOR,Toronto,Raptors,Air Canada Centre
104,PHX,Phoenix,Suns,99,DEN,Denver,Nuggets,Pepsi Center
107,MEM,Memphis,Grizzlies,102,LAC,Los Angeles,Clippers,Staples Center
106,SAS,San Antonio,Spurs,103,SAC,Sacramento,Kings,Sleep Train Arena
83,NYK,New York,Knicks,94,WAS,Washington,Wizards,Verizon Center
90,MIL,Milwaukee,Bucks,92,MIA,Miami,Heat,American Airlines Arena
97,POR,Portland,Trail Blazers,109,HOU,Houston,Rockets,Toyota Center
85,PHI,Philadelphia,76ers,100,MIN,Minnesota,Timberwolves,Target Center
89,CHI,Chicago,Bulls,98,UTA,Utah,Jazz,Vivint Smart Home Arena
91,ATL,Atlanta,Hawks,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
104,PHX,Phoenix,Suns,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
88,DET,Detroit,Pistons,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
97,POR,Portland,Trail Blazers,110,NOP,New Orleans,Pelicans,Smoothie King Center
84,BRO,Brooklyn,Nets,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
101,GSW,Golden State,Warriors,82,BOS,Boston,Celtics,TD Garden
107,MEM,Memphis,Grizzlies,108,DAL,Dallas,Mavericks,American Airlines Center
81,TOR,Toronto,Raptors,99,DEN,Denver,Nuggets,Pepsi Center
106,SAS,San Antonio,Spurs,105,LAL,Los Angeles,Lakers,Staples Center
102,LAC,Los Angeles,Clippers,103,SAC,Sacramento,Kings,Sleep Train Arena
98,UTA,Utah,Jazz,109,HOU,Houston,Rockets,Toyota Center
93,CHA,Charlotte,Hornets,110,NOP,New Orleans,Pelicans,Smoothie King Center
92,MIA,Miami,Heat,94,WAS,Washington,Wizards,Verizon Center
108,DAL,Dallas,Mavericks,95,ORL,Orlando,Magic,Amway Center
82,BOS,Boston,Celtics,88,DET,Detroit,Pistons,Palace of Auburn Hills
104,PHX,Phoenix,Suns,85,PHI,Philadelphia,76ers,Wells Fargo Center
100,MIN,Minnesota,Timberwolves,107,MEM,Memphis,Grizzlies,FedEx Forum
101,GSW,Golden State,Warriors,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
89,CHI,Chicago,Bulls,102,LAC,Los Angeles,Clippers,Staples Center
91,ATL,Atlanta,Hawks,83,NYK,New York,Knicks,Madison Square Garden
97,POR,Portland,Trail Blazers,84,BRO,Brooklyn,Nets,Barclays Center
87,IND,Indiana,Pacers,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
81,TOR,Toronto,Raptors,103,SAC,Sacramento,Kings,Sleep Train Arena
98,UTA,Utah,Jazz,99,DEN,Denver,Nuggets,Pepsi Center
89,CHI,Chicago,Bulls,105,LAL,Los Angeles,Lakers,Staples Center
92,MIA,Miami,Heat,85,PHI,Philadelphia,76ers,Wells Fargo Center
104,PHX,Phoenix,Suns,94,WAS,Washington,Wizards,Verizon Center
107,MEM,Memphis,Grizzlies,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
101,GSW,Golden State,Warriors,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
109,HOU,Houston,Rockets,88,DET,Detroit,Pistons,Palace of Auburn Hills
95,ORL,Orlando,Magic,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
82,BOS,Boston,Celtics,100,MIN,Minnesota,Timberwolves,Target Center
108,DAL,Dallas,Mavericks,106,SAS,San Antonio,Spurs,AT&T Center
81,TOR,Toronto,Raptors,102,LAC,Los Angeles,Clippers,Staples Center
97,POR,Portland,Trail Blazers,83,NYK,New York,Knicks,Madison Square Garden
110,NOP,New Orleans,Pelicans,91,ATL,Atlanta,Hawks,Philips Arena
89,CHI,Chicago,Bulls,99,DEN,Denver,Nuggets,Pepsi Center
96,OKL,Oklahoma City,Thunder,105,LAL,Los Angeles,Lakers,Staples Center
107,MEM,Memphis,Grizzlies,85,PHI,Philadelphia,76ers,Wells Fargo Center
106,SAS,San Antonio,Spurs,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
104,PHX,Phoenix,Suns,95,ORL,Orlando,Magic,Amway Center
97,POR,Portland,Trail Blazers,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
91,ATL,Atlanta,Hawks,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
82,BOS,Boston,Celtics,84,BRO,Brooklyn,Nets,Barclays Center
92,MIA,Miami,Heat,88,DET,Detroit,Pistons,Palace of Auburn Hills
81,TOR,Toronto,Raptors,109,HOU,Houston,Rockets,Toyota Center
102,LAC,Los Angeles,Clippers,108,DAL,Dallas,Mavericks,American Airlines Center
99,DEN,Denver,Nuggets,98,UTA,Utah,Jazz,Vivint Smart Home Arena
100,MIN,Minnesota,Timberwolves,110,NOP,New Orleans,Pelicans,Smoothie King Center
105,LAL,Los Angeles,Lakers,101,GSW,Golden State,Warriors,Oracle Arena
96,OKL,Oklahoma City,Thunder,103,SAC,Sacramento,Kings,Sleep Train Arena
106,SAS,San Antonio,Spurs,82,BOS,Boston,Celtics,TD Garden
94,WAS,Washington,Wizards,95,ORL,Orlando,Magic,Amway Center
108,DAL,Dallas,Mavericks,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
93,CHA,Charlotte,Hornets,83,NYK,New York,Knicks,Madison Square Garden
89,CHI,Chicago,Bulls,85,PHI,Philadelphia,76ers,Wells Fargo Center
102,LAC,Los Angeles,Clippers,88,DET,Detroit,Pistons,Palace of Auburn Hills
91,ATL,Atlanta,Hawks,98,UTA,Utah,Jazz,Vivint Smart Home Arena
81,TOR,Toronto,Raptors,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
92,MIA,Miami,Heat,107,MEM,Memphis,Grizzlies,FedEx Forum
84,BRO,Brooklyn,Nets,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
96,OKL,Oklahoma City,Thunder,99,DEN,Denver,Nuggets,Pepsi Center
100,MIN,Minnesota,Timberwolves,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
110,NOP,New Orleans,Pelicans,97,POR,Portland,Trail Blazers,Moda Center
101,GSW,Golden State,Warriors,105,LAL,Los Angeles,Lakers,Staples Center
109,HOU,Houston,Rockets,103,SAC,Sacramento,Kings,Sleep Train Arena
106,SAS,San Antonio,Spurs,94,WAS,Washington,Wizards,Verizon Center
83,NYK,New York,Knicks,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
88,DET,Detroit,Pistons,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
107,MEM,Memphis,Grizzlies,92,MIA,Miami,Heat,American Airlines Arena
100,MIN,Minnesota,Timberwolves,101,GSW,Golden State,Warriors,Oracle Arena
86,CLE,Cleveland,Cavaliers,85,PHI,Philadelphia,76ers,Wells Fargo Center
99,DEN,Denver,Nuggets,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
103,SAC,Sacramento,Kings,84,BRO,Brooklyn,Nets,Barclays Center
90,MIL,Milwaukee,Bucks,95,ORL,Orlando,Magic,Amway Center
102,LAC,Los Angeles,Clippers,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
110,NOP,New Orleans,Pelicans,108,DAL,Dallas,Mavericks,American Airlines Center
109,HOU,Houston,Rockets,97,POR,Portland,Trail Blazers,Moda Center
91,ATL,Atlanta,Hawks,105,LAL,Los Angeles,Lakers,Staples Center
103,SAC,Sacramento,Kings,94,WAS,Washington,Wizards,Verizon Center
85,PHI,Philadelphia,76ers,81,TOR,Toronto,Raptors,Air Canada Centre
96,OKL,Oklahoma City,Thunder,83,NYK,New York,Knicks,Madison Square Garden
82,BOS,Boston,Celtics,92,MIA,Miami,Heat,American Airlines Arena
93,CHA,Charlotte,Hornets,107,MEM,Memphis,Grizzlies,FedEx Forum
98,UTA,Utah,Jazz,100,MIN,Minnesota,Timberwolves,Target Center
91,ATL,Atlanta,Hawks,101,GSW,Golden State,Warriors,Oracle Arena
88,DET,Detroit,Pistons,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
102,LAC,Los Angeles,Clippers,84,BRO,Brooklyn,Nets,Barclays Center
86,CLE,Cleveland,Cavaliers,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
105,LAL,Los Angeles,Lakers,110,NOP,New Orleans,Pelicans,Smoothie King Center
95,ORL,Orlando,Magic,106,SAS,San Antonio,Spurs,AT&T Center
109,HOU,Houston,Rockets,98,UTA,Utah,Jazz,Vivint Smart Home Arena
88,DET,Detroit,Pistons,82,BOS,Boston,Celtics,TD Garden
107,MEM,Memphis,Grizzlies,81,TOR,Toronto,Raptors,Air Canada Centre
105,LAL,Los Angeles,Lakers,89,CHI,Chicago,Bulls,United Center
94,WAS,Washington,Wizards,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
83,NYK,New York,Knicks,100,MIN,Minnesota,Timberwolves,Target Center
106,SAS,San Antonio,Spurs,108,DAL,Dallas,Mavericks,American Airlines Center
92,MIA,Miami,Heat,99,DEN,Denver,Nuggets,Pepsi Center
91,ATL,Atlanta,Hawks,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
87,IND,Indiana,Pacers,97,POR,Portland,Trail Blazers,Moda Center
108,DAL,Dallas,Mavericks,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
90,MIL,Milwaukee,Bucks,84,BRO,Brooklyn,Nets,Barclays Center
95,ORL,Orlando,Magic,107,MEM,Memphis,Grizzlies,FedEx Forum
102,LAC,Los Angeles,Clippers,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
92,MIA,Miami,Heat,98,UTA,Utah,Jazz,Vivint Smart Home Arena
109,HOU,Houston,Rockets,101,GSW,Golden State,Warriors,Oracle Arena
95,ORL,Orlando,Magic,85,PHI,Philadelphia,76ers,Wells Fargo Center
103,SAC,Sacramento,Kings,82,BOS,Boston,Celtics,TD Garden
105,LAL,Los Angeles,Lakers,81,TOR,Toronto,Raptors,Air Canada Centre
100,MIN,Minnesota,Timberwolves,83,NYK,New York,Knicks,Madison Square Garden
86,CLE,Cleveland,Cavaliers,89,CHI,Chicago,Bulls,United Center
102,LAC,Los Angeles,Clippers,110,NOP,New Orleans,Pelicans,Smoothie King Center
88,DET,Detroit,Pistons,91,ATL,Atlanta,Hawks,Philips Arena
94,WAS,Washington,Wizards,106,SAS,San Antonio,Spurs,AT&T Center
109,HOU,Houston,Rockets,99,DEN,Denver,Nuggets,Pepsi Center
84,BRO,Brooklyn,Nets,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
100,MIN,Minnesota,Timberwolves,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
91,ATL,Atlanta,Hawks,81,TOR,Toronto,Raptors,Air Canada Centre
82,BOS,Boston,Celtics,85,PHI,Philadelphia,76ers,Wells Fargo Center
105,LAL,Los Angeles,Lakers,107,MEM,Memphis,Grizzlies,FedEx Forum
89,CHI,Chicago,Bulls,108,DAL,Dallas,Mavericks,American Airlines Center
99,DEN,Denver,Nuggets,98,UTA,Utah,Jazz,Vivint Smart Home Arena
92,MIA,Miami,Heat,97,POR,Portland,Trail Blazers,Moda Center
104,PHX,Phoenix,Suns,101,GSW,Golden State,Warriors,Oracle Arena
95,ORL,Orlando,Magic,88,DET,Detroit,Pistons,Palace of Auburn Hills
110,NOP,New Orleans,Pelicans,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
103,SAC,Sacramento,Kings,83,NYK,New York,Knicks,Madison Square Garden
87,IND,Indiana,Pacers,102,LAC,Los Angeles,Clippers,Staples Center
99,DEN,Denver,Nuggets,85,PHI,Philadelphia,76ers,Wells Fargo Center
86,CLE,Cleveland,Cavaliers,81,TOR,Toronto,Raptors,Air Canada Centre
94,WAS,Washington,Wizards,84,BRO,Brooklyn,Nets,Barclays Center
96,OKL,Oklahoma City,Thunder,91,ATL,Atlanta,Hawks,Philips Arena
97,POR,Portland,Trail Blazers,89,CHI,Chicago,Bulls,United Center
106,SAS,San Antonio,Spurs,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
107,MEM,Memphis,Grizzlies,110,NOP,New Orleans,Pelicans,Smoothie King Center
82,BOS,Boston,Celtics,109,HOU,Houston,Rockets,Toyota Center
93,CHA,Charlotte,Hornets,108,DAL,Dallas,Mavericks,American Airlines Center
98,UTA,Utah,Jazz,105,LAL,Los Angeles,Lakers,Staples Center
87,IND,Indiana,Pacers,101,GSW,Golden State,Warriors,Oracle Arena
95,ORL,Orlando,Magic,94,WAS,Washington,Wizards,Verizon Center
83,NYK,New York,Knicks,92,MIA,Miami,Heat,American Airlines Arena
89,CHI,Chicago,Bulls,88,DET,Detroit,Pistons,Palace of Auburn Hills
85,PHI,Philadelphia,76ers,107,MEM,Memphis,Grizzlies,FedEx Forum
106,SAS,San Antonio,Spurs,100,MIN,Minnesota,Timberwolves,Target Center
104,PHX,Phoenix,Suns,98,UTA,Utah,Jazz,Vivint Smart Home Arena
88,DET,Detroit,Pistons,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
82,BOS,Boston,Celtics,95,ORL,Orlando,Magic,Amway Center
99,DEN,Denver,Nuggets,84,BRO,Brooklyn,Nets,Barclays Center
92,MIA,Miami,Heat,91,ATL,Atlanta,Hawks,Philips Arena
97,POR,Portland,Trail Blazers,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
105,LAL,Los Angeles,Lakers,109,HOU,Houston,Rockets,Toyota Center
86,CLE,Cleveland,Cavaliers,83,NYK,New York,Knicks,Madison Square Garden
103,SAC,Sacramento,Kings,108,DAL,Dallas,Mavericks,American Airlines Center
87,IND,Indiana,Pacers,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
101,GSW,Golden State,Warriors,102,LAC,Los Angeles,Clippers,Staples Center
100,MIN,Minnesota,Timberwolves,81,TOR,Toronto,Raptors,Air Canada Centre
99,DEN,Denver,Nuggets,94,WAS,Washington,Wizards,Verizon Center
97,POR,Portland,Trail Blazers,107,MEM,Memphis,Grizzlies,FedEx Forum
85,PHI,Philadelphia,76ers,110,NOP,New Orleans,Pelicans,Smoothie King Center
101,GSW,Golden State,Warriors,98,UTA,Utah,Jazz,Vivint Smart Home Arena
106,SAS,San Antonio,Spurs,89,CHI,Chicago,Bulls,United Center
95,ORL,Orlando,Magic,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
92,MIA,Miami,Heat,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
81,TOR,Toronto,Raptors,82,BOS,Boston,Celtics,TD Garden
91,ATL,Atlanta,Hawks,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
109,HOU,Houston,Rockets,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
88,DET,Detroit,Pistons,100,MIN,Minnesota,Timberwolves,Target Center
87,IND,Indiana,Pacers,108,DAL,Dallas,Mavericks,American Airlines Center
104,PHX,Phoenix,Suns,105,LAL,Los Angeles,Lakers,Staples Center
83,NYK,New York,Knicks,103,SAC,Sacramento,Kings,Sleep Train Arena
90,MIL,Milwaukee,Bucks,94,WAS,Washington,Wizards,Verizon Center
99,DEN,Denver,Nuggets,95,ORL,Orlando,Magic,Amway Center
97,POR,Portland,Trail Blazers,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
93,CHA,Charlotte,Hornets,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
92,MIA,Miami,Heat,89,CHI,Chicago,Bulls,United Center
101,GSW,Golden State,Warriors,107,MEM,Memphis,Grizzlies,FedEx Forum
108,DAL,Dallas,Mavericks,109,HOU,Houston,Rockets,Toyota Center
84,BRO,Brooklyn,Nets,106,SAS,San Antonio,Spurs,AT&T Center
103,SAC,Sacramento,Kings,98,UTA,Utah,Jazz,Vivint Smart Home Arena
110,NOP,New Orleans,Pelicans,102,LAC,Los Angeles,Clippers,Staples Center
85,PHI,Philadelphia,76ers,88,DET,Detroit,Pistons,Palace of Auburn Hills
82,BOS,Boston,Celtics,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
101,GSW,Golden State,Warriors,100,MIN,Minnesota,Timberwolves,Target Center
110,NOP,New Orleans,Pelicans,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
83,NYK,New York,Knicks,105,LAL,Los Angeles,Lakers,Staples Center
93,CHA,Charlotte,Hornets,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
90,MIL,Milwaukee,Bucks,81,TOR,Toronto,Raptors,Air Canada Centre
94,WAS,Washington,Wizards,92,MIA,Miami,Heat,American Airlines Arena
