team,self_previous_shot,player_position,home_game,location_x,home_team,shot_type,points,away_team,location_y,time,date,shoot_player,time_from_last_shot,quarter,current_shot_outcome,home_team_name,away_team_name,player_position_name,shot_type_es,date_formatted,weekday,distance_ft_to_basket,game_id
ATL,Fallido,G,Si,126,ATL,Pullup Jump Shot,2,WAS,436,10:14,27/10/2016,Malcolm Delaney,46,1,Anotado,Atlanta Hawks,Washington Wizards,Guardia,Tiro de salto pullup,27/10/2016,Jueves,453.841382,1
ATL,Anotado,PF,Si,171,ATL,Step Back Jump Shot,2,WAS,259,10:54,27/10/2016,Paul Millsap,40,1,Anotado,Atlanta Hawks,Washington Wizards,Ala-pÃ­vot,Paso atrÃ¡s en el salto de salto,27/10/2016,Jueves,310.357858,1
ATL,Anotado,SF,Si,64,ATL,Layup,2,WAS,254,11:23,27/10/2016,Thabo Sefolosha,29,1,Bloqueado,Atlanta Hawks,Washington Wizards,Alero,Bandeo,27/10/2016,Jueves,261.9389242,1
ATL,Bloqueado,PF,Si,59,ATL,Step Back Jump Shot,2,WAS,113,11:34,27/10/2016,Paul Millsap,11,1,Anotado,Atlanta Hawks,Washington Wizards,Ala-pÃ­vot,Paso atrÃ¡s en el salto de salto,27/10/2016,Jueves,127.4754878,1
ATL,Anotado,G,Si,128,ATL,Driving Floating Jump Shot,2,WAS,161,12:00,27/10/2016,Malcolm Delaney,26,1,Fallido,Atlanta Hawks,Washington Wizards,Guardia,ConducciÃ³n de salto flotante,27/10/2016,Jueves,205.6817931,1
ATL,Fallido,SG,Si,108,ATL,Step Back Jump Shot,3,WAS,485,0:16,27/10/2016,Kyle Korver,,2,Fallido,Atlanta Hawks,Washington Wizards,Escolta,Paso atrÃ¡s en el salto de salto,27/10/2016,Jueves,496.879261,1
ATL,Fallido,G,Si,210,ATL,Pullup Jump Shot,2,WAS,313,0:54,27/10/2016,Malcolm Delaney,38,2,Fallido,Atlanta Hawks,Washington Wizards,Guardia,Tiro de salto pullup,27/10/2016,Jueves,376.920416,1
ATL,Fallido,PF,Si,295,ATL,Jump Shot,3,WAS,269,1:19,27/10/2016,Paul Millsap,25,2,Fallido,Atlanta Hawks,Washington Wizards,Ala-pÃ­vot,Salto de salto,27/10/2016,Jueves,399.2317623,1
ATL,Fallido,G,Si,58,ATL,Driving Layup,2,WAS,265,1:33,27/10/2016,Malcolm Delaney,14,2,Fallido,Atlanta Hawks,Washington Wizards,Guardia,Bandeja,27/10/2016,Jueves,271.2729253,1
ATL,Fallido,SF,Si,59,ATL,Cutting Layup Shot,2,WAS,274,1:58,27/10/2016,Thabo Sefolosha,25,2,Anotado,Atlanta Hawks,Washington Wizards,Alero,Tiro de bandeja de corte,27/10/2016,Jueves,280.2802169,1
ATL,Anotado,SF,Si,52,ATL,Running Reverse Dunk Shot,2,WAS,250,2:12,27/10/2016,Thabo Sefolosha,14,2,Anotado,Atlanta Hawks,Washington Wizards,Alero,Correr tiro de inmersiÃ³n inversa,27/10/2016,Jueves,255.3507392,1
ATL,Anotado,SF,Si,64,ATL,Jump Shot,2,WAS,408,2:35,27/10/2016,Thabo Sefolosha,23,2,Fallido,Atlanta Hawks,Washington Wizards,Alero,Salto de salto,27/10/2016,Jueves,412.989104,1
ATL,Fallido,SG,Si,207,ATL,Running Jump Shot,3,WAS,455,3:05,27/10/2016,Kyle Korver,30,2,Anotado,Atlanta Hawks,Washington Wizards,Escolta,Tiro de salto,27/10/2016,Jueves,499.8739841,1
ATL,Anotado,SF,Si,52,ATL,Cutting Dunk Shot,2,WAS,250,3:30,27/10/2016,Thabo Sefolosha,25,2,Anotado,Atlanta Hawks,Washington Wizards,Alero,Corte de tiro de volcado,27/10/2016,Jueves,255.3507392,1
ATL,Anotado,PF,Si,157,ATL,Pullup Jump Shot,2,WAS,265,4:25,27/10/2016,Paul Millsap,55,2,Bloqueado,Atlanta Hawks,Washington Wizards,Ala-pÃ­vot,Tiro de salto pullup,27/10/2016,Jueves,308.0162333,1
ATL,Bloqueado,SG,Si,112,ATL,Pullup Bank Shot,3,WAS,27,4:31,27/10/2016,Kyle Korver,6,2,Fallido,Atlanta Hawks,Washington Wizards,Escolta,Disparo del banco pullup,27/10/2016,Jueves,115.2085066,1
ATL,Fallido,PG,Si,190,ATL,Pullup Jump Shot,3,WAS,460,5:29,27/10/2016,Dennis Schroder,58,2,Fallido,Atlanta Hawks,Washington Wizards,Base,Tiro de salto pullup,27/10/2016,Jueves,497.6946855,1
ATL,Fallido,PG,Si,290,ATL,Jump Shot,3,WAS,172,5:53,27/10/2016,Dennis Schroder,24,2,Anotado,Atlanta Hawks,Washington Wizards,Base,Salto de salto,27/10/2016,Jueves,337.17058,1
ATL,Anotado,PF,Si,166,ATL,Jump Shot,2,WAS,259,6:32,27/10/2016,Kris Humphries,39,2,Fallido,Atlanta Hawks,Washington Wizards,Ala-pÃ­vot,Salto de salto,27/10/2016,Jueves,307.6312728,1
ATL,Fallido,C,Si,112,ATL,Hook Shot,2,WAS,278,8:37,27/10/2016,Dwight Howard,125,2,Anotado,Atlanta Hawks,Washington Wizards,Centro,Tiro de gancho,27/10/2016,Jueves,299.7131962,1
ATL,Anotado,SG,Si,264,ATL,25' 3PT Jump Shot,3,WAS,125,9:20,27/10/2016,Tim Hardaway Jr.,43,2,Fallido,Atlanta Hawks,Washington Wizards,Escolta,Tiro de salto de 25 '3 puntos,27/10/2016,Jueves,292.0975864,1
ATL,Fallido,C,Si,53,ATL,Tip Layup Shot,2,WAS,251,9:23,27/10/2016,Dwight Howard,3,2,Fallido,Atlanta Hawks,Washington Wizards,Centro,Punta de enlace de punta,27/10/2016,Jueves,256.5345981,1
ATL,Fallido,SF,Si,58,ATL,Cutting Layup Shot,2,WAS,275,9:53,27/10/2016,Kent Bazemore,30,2,Fallido,Atlanta Hawks,Washington Wizards,Alero,Tiro de bandeja de corte,27/10/2016,Jueves,281.0498176,1
ATL,Fallido,C,Si,52,ATL,Tip Dunk Shot,2,WAS,250,9:57,27/10/2016,Dwight Howard,4,2,Fallido,Atlanta Hawks,Washington Wizards,Centro,Tip Tunk Shunk,27/10/2016,Jueves,255.3507392,1
ATL,Fallido,SG,Si,205,ATL,Jr. 15' Pullup Jump Shot,2,WAS,236,10:16,27/10/2016,Tim Hardaway Jr.,19,2,Anotado,Atlanta Hawks,Washington Wizards,Escolta,JR. 15 'PULLUP JUMP TOTO,27/10/2016,Jueves,312.6035828,1
ATL,Anotado,C,Si,53,ATL,Layup,2,WAS,275,10:56,27/10/2016,Dwight Howard,40,2,Fallido,Atlanta Hawks,Washington Wizards,Centro,Bandeo,27/10/2016,Jueves,280.0607077,1
ATL,Fallido,PF,Si,51,ATL,Putback Layup,2,WAS,252,10:58,27/10/2016,Paul Millsap,2,2,Anotado,Atlanta Hawks,Washington Wizards,Ala-pÃ­vot,Bulto,27/10/2016,Jueves,257.1089263,1
ATL,Anotado,PF,Si,67,ATL,Jump Shot,3,WAS,20,11:47,27/10/2016,Paul Millsap,49,2,Anotado,Atlanta Hawks,Washington Wizards,Ala-pÃ­vot,Salto de salto,27/10/2016,Jueves,69.92138443,1
ATL,Anotado,SG,Si,498,ATL,49' 3PT Running Pull-Up Jump Shot,3,WAS,444,12:00,27/10/2016,Tim Hardaway Jr.,13,2,Fallido,Atlanta Hawks,Washington Wizards,Escolta,Tiro de salto pull-up de 49 '3pt corriendo,27/10/2016,Jueves,667.1881294,1
ATL,Fallido,PG,Si,886,ATL,Driving Layup,2,WAS,257,0:15,27/10/2016,Dennis Schroder,,3,Anotado,Atlanta Hawks,Washington Wizards,Base,Bandeja,27/10/2016,Jueves,922.5210025,1
ATL,Anotado,SF,Si,868,ATL,Jump Shot,3,WAS,475,1:02,27/10/2016,Kent Bazemore,47,3,Fallido,Atlanta Hawks,Washington Wizards,Alero,Salto de salto,27/10/2016,Jueves,989.4690495,1
ATL,Fallido,PF,Si,871,ATL,Driving Layup,2,WAS,246,1:26,27/10/2016,Paul Millsap,24,3,Anotado,Atlanta Hawks,Washington Wizards,Ala-pÃ­vot,Bandeja,27/10/2016,Jueves,905.0729252,1
ATL,Anotado,PF,Si,642,ATL,Jump Shot,3,WAS,262,2:33,27/10/2016,Paul Millsap,67,3,Fallido,Atlanta Hawks,Washington Wizards,Ala-pÃ­vot,Salto de salto,27/10/2016,Jueves,693.4032016,1
ATL,Fallido,PF,Si,868,ATL,Driving Layup,2,WAS,257,3:31,27/10/2016,Paul Millsap,58,3,Anotado,Atlanta Hawks,Washington Wizards,Ala-pÃ­vot,Bandeja,27/10/2016,Jueves,905.24748,1
ATL,Anotado,PG,Si,882,ATL,Driving Layup,2,WAS,228,4:11,27/10/2016,Dennis Schroder,40,3,Anotado,Atlanta Hawks,Washington Wizards,Base,Bandeja,27/10/2016,Jueves,910.992865,1
ATL,Anotado,SF,Si,691,ATL,Pullup Jump Shot,3,WAS,100,4:50,27/10/2016,Kent Bazemore,39,3,Anotado,Atlanta Hawks,Washington Wizards,Alero,Tiro de salto pullup,27/10/2016,Jueves,698.1983959,1
ATL,Anotado,PF,Si,838,ATL,Jump Shot,2,WAS,74,5:28,27/10/2016,Paul Millsap,38,3,Anotado,Atlanta Hawks,Washington Wizards,Ala-pÃ­vot,Salto de salto,27/10/2016,Jueves,841.2609583,1
ATL,Anotado,PF,Si,838,ATL,Pullup Bank Shot,2,WAS,174,6:09,27/10/2016,Paul Millsap,41,3,Fallido,Atlanta Hawks,Washington Wizards,Ala-pÃ­vot,Disparo del banco pullup,27/10/2016,Jueves,855.8738225,1
ATL,Fallido,SF,Si,691,ATL,Pullup Jump Shot,2,WAS,181,6:29,27/10/2016,Kent Bazemore,20,3,Fallido,Atlanta Hawks,Washington Wizards,Alero,Tiro de salto pullup,27/10/2016,Jueves,714.3122566,1
ATL,Fallido,C,Si,888,ATL,Dunk,2,WAS,250,6:51,27/10/2016,Dwight Howard,22,3,Anotado,Atlanta Hawks,Washington Wizards,Centro,Remojar,27/10/2016,Jueves,922.5204605,1
ATL,Anotado,C,Si,804,ATL,Floating Jump Shot,2,WAS,235,7:25,27/10/2016,Mike Muscala,34,3,Fallido,Atlanta Hawks,Washington Wizards,Centro,Tiro de salto flotante,27/10/2016,Jueves,837.6401375,1
ATL,Fallido,SF,Si,679,ATL,Step Back Jump Shot,3,WAS,109,7:46,27/10/2016,Kent Bazemore,21,3,Fallido,Atlanta Hawks,Washington Wizards,Alero,Paso atrÃ¡s en el salto de salto,27/10/2016,Jueves,687.6932456,1
ATL,Fallido,C,Si,866,ATL,Jump Shot,2,WAS,410,8:29,27/10/2016,Mike Muscala,43,3,Anotado,Atlanta Hawks,Washington Wizards,Centro,Salto de salto,27/10/2016,Jueves,958.1523887,1
ATL,Anotado,SG,Si,878,ATL,Jr. 2' Running Layup,2,WAS,230,9:28,27/10/2016,Tim Hardaway Jr.,59,3,Anotado,Atlanta Hawks,Washington Wizards,Escolta,Jr. 2 'Running Cuting,27/10/2016,Jueves,907.6254734,1
ATL,Anotado,G,Si,788,ATL,Step Back Jump Shot,2,WAS,184,10:00,27/10/2016,Malcolm Delaney,32,3,Fallido,Atlanta Hawks,Washington Wizards,Guardia,Paso atrÃ¡s en el salto de salto,27/10/2016,Jueves,809.197133,1
ATL,Fallido,SF,Si,670,ATL,Jump Shot,3,WAS,385,10:31,27/10/2016,Thabo Sefolosha,31,3,Anotado,Atlanta Hawks,Washington Wizards,Alero,Salto de salto,27/10/2016,Jueves,772.7386363,1
ATL,Anotado,SF,Si,878,ATL,Running Layup,2,WAS,231,10:51,27/10/2016,Thabo Sefolosha,20,3,Anotado,Atlanta Hawks,Washington Wizards,Alero,Bandeja,27/10/2016,Jueves,907.8793973,1
ATL,Anotado,PF,Si,887,ATL,Driving Layup,2,WAS,235,0:31,27/10/2016,Paul Millsap,,4,Fallido,Atlanta Hawks,Washington Wizards,Ala-pÃ­vot,Bandeja,27/10/2016,Jueves,917.6023104,1
ATL,Fallido,C,Si,809,ATL,Jump Shot,2,WAS,66,0:59,27/10/2016,Mike Muscala,28,4,Fallido,Atlanta Hawks,Washington Wizards,Centro,Salto de salto,27/10/2016,Jueves,811.6877478,1
ATL,Fallido,PF,Si,650,ATL,Jump Shot,3,WAS,184,1:20,27/10/2016,Paul Millsap,21,4,Anotado,Atlanta Hawks,Washington Wizards,Ala-pÃ­vot,Salto de salto,27/10/2016,Jueves,675.5412645,1
ATL,Anotado,SG,Si,878,ATL,Jr. 1' Driving Layup,2,WAS,248,1:43,27/10/2016,Tim Hardaway Jr.,23,4,Fallido,Atlanta Hawks,Washington Wizards,Escolta,Jr. 1 'Plazo de conducciÃ³n,27/10/2016,Jueves,912.3530019,1
ATL,Fallido,SG,Si,881,ATL,Jr. 1' Putback Layup,2,WAS,241,1:44,27/10/2016,Tim Hardaway Jr.,1,4,Anotado,Atlanta Hawks,Washington Wizards,Escolta,Jr.,27/10/2016,Jueves,913.3684908,1
ATL,Anotado,SG,Si,899,ATL,Jr. 15' Step Back Jump Shot,2,WAS,400,2:21,27/10/2016,Tim Hardaway Jr.,37,4,Anotado,Atlanta Hawks,Washington Wizards,Escolta,Jr. 15 'Step Back Jump Shot,27/10/2016,Jueves,983.9720524,1
ATL,Anotado,SG,Si,878,ATL,3PT Jump Shot,3,WAS,478,2:39,27/10/2016,Tim Hardaway Jr.,18,4,Anotado,Atlanta Hawks,Washington Wizards,Escolta,Tiro de salto de 3 puntos,27/10/2016,Jueves,999.6839501,1
ATL,Anotado,PF,Si,666,ATL,Jump Shot,3,WAS,346,3:49,27/10/2016,Paul Millsap,70,4,Anotado,Atlanta Hawks,Washington Wizards,Ala-pÃ­vot,Salto de salto,27/10/2016,Jueves,750.5144902,1
ATL,Anotado,PF,Si,842,ATL,Jump Shot,2,WAS,71,4:08,27/10/2016,Paul Millsap,19,4,Fallido,Atlanta Hawks,Washington Wizards,Ala-pÃ­vot,Salto de salto,27/10/2016,Jueves,844.9881656,1
ATL,Fallido,SG,Si,657,ATL,25' 3PT Jump Shot,3,WAS,163,4:13,27/10/2016,Tim Hardaway Jr.,5,4,Anotado,Atlanta Hawks,Washington Wizards,Escolta,Tiro de salto de 25 '3 puntos,27/10/2016,Jueves,676.9180157,1
ATL,Anotado,PG,Si,853,ATL,Driving Floating Bank Jump Shot,2,WAS,338,4:46,27/10/2016,Dennis Schroder,33,4,Anotado,Atlanta Hawks,Washington Wizards,Base,Conducir disparo de salto de banco flotante,27/10/2016,Jueves,917.5254765,1
ATL,Anotado,SG,Si,784,ATL,Jr. 11' Floating Jump Shot,2,WAS,233,5:37,27/10/2016,Tim Hardaway Jr.,51,4,Anotado,Atlanta Hawks,Washington Wizards,Escolta,Jr. 11 'Jump flotante,27/10/2016,Jueves,817.8905795,1
ATL,Anotado,PF,Si,665,ATL,Jump Shot,3,WAS,135,6:14,27/10/2016,Paul Millsap,37,4,Fallido,Atlanta Hawks,Washington Wizards,Ala-pÃ­vot,Salto de salto,27/10/2016,Jueves,678.5646616,1
ATL,Fallido,PG,Si,670,ATL,Jump Shot,3,WAS,375,6:57,27/10/2016,Dennis Schroder,43,4,Fallido,Atlanta Hawks,Washington Wizards,Base,Salto de salto,27/10/2016,Jueves,767.8053139,1
ATL,Fallido,PF,Si,882,ATL,Alley Oop Layup,2,WAS,261,7:13,27/10/2016,Paul Millsap,16,4,Anotado,Atlanta Hawks,Washington Wizards,Ala-pÃ­vot,CallejÃ³n,27/10/2016,Jueves,919.807045,1
ATL,Anotado,SF,Si,866,ATL,Driving Finger Roll Layup,2,WAS,230,7:46,27/10/2016,Thabo Sefolosha,33,4,Anotado,Atlanta Hawks,Washington Wizards,Alero,CondacciÃ³n conductora de los dedos,27/10/2016,Jueves,896.0223212,1
ATL,Anotado,C,Si,882,ATL,Reverse Layup,2,WAS,241,9:01,27/10/2016,Mike Muscala,75,4,Anotado,Atlanta Hawks,Washington Wizards,Centro,Bandeja inversa,27/10/2016,Jueves,914.3330903,1
ATL,Anotado,F,Si,889,ATL,Cutting Layup Shot,2,WAS,226,10:17,27/10/2016,DeAndre' Bembry,76,4,Anotado,Atlanta Hawks,Washington Wizards,Ala,Tiro de bandeja de corte,27/10/2016,Jueves,917.2769484,1
ATL,Anotado,C,Si,657,ATL,Jump Shot,3,WAS,163,10:41,27/10/2016,Mike Muscala,24,4,Anotado,Atlanta Hawks,Washington Wizards,Centro,Salto de salto,27/10/2016,Jueves,676.9180157,1
ATL,Anotado,G,Si,696,ATL,Pullup Jump Shot,2,WAS,233,11:06,27/10/2016,Malcolm Delaney,25,4,Anotado,Atlanta Hawks,Washington Wizards,Guardia,Tiro de salto pullup,27/10/2016,Jueves,733.965258,1
ATL,Anotado,G,Si,711,ATL,Pullup Bank Shot,3,WAS,68,11:53,27/10/2016,Malcolm Delaney,47,4,Fallido,Atlanta Hawks,Washington Wizards,Guardia,Disparo del banco pullup,27/10/2016,Jueves,714.2443559,1
ATL,,PG,No,848,PHI,Jump Shot,2,ATL,264,1:04,29/10/2016,Dennis Schroder,,1,Fallido,Philadelphia 76ers,Atlanta Hawks,Base,Salto de salto,29/10/2016,Sabado,888.1441324,2
ATL,Fallido,C,No,890,PHI,Layup,2,ATL,274,1:08,29/10/2016,Dwight Howard,4,1,Fallido,Philadelphia 76ers,Atlanta Hawks,Centro,Bandeo,29/10/2016,Sabado,931.222852,2
ATL,Fallido,C,No,894,PHI,Layup,2,ATL,230,1:10,29/10/2016,Dwight Howard,2,1,Fallido,Philadelphia 76ers,Atlanta Hawks,Centro,Bandeo,29/10/2016,Sabado,923.1121275,2
ATL,Fallido,PF,No,868,PHI,Jump Shot,2,ATL,212,1:32,29/10/2016,Paul Millsap,22,1,Fallido,Philadelphia 76ers,Atlanta Hawks,Ala-pÃ­vot,Salto de salto,29/10/2016,Sabado,893.5144095,2
ATL,Fallido,SG,No,817,PHI,Jump Shot,2,ATL,95,2:01,29/10/2016,Kyle Korver,29,1,Fallido,Philadelphia 76ers,Atlanta Hawks,Escolta,Salto de salto,29/10/2016,Sabado,822.5047112,2
ATL,Fallido,SF,No,760,PHI,Jump Shot,2,ATL,329,2:23,29/10/2016,Kent Bazemore,22,1,Fallido,Philadelphia 76ers,Atlanta Hawks,Alero,Salto de salto,29/10/2016,Sabado,828.1551787,2
ATL,Fallido,PG,No,858,PHI,Driving Floating Jump Shot,2,ATL,259,2:49,29/10/2016,Dennis Schroder,26,1,Anotado,Philadelphia 76ers,Atlanta Hawks,Base,ConducciÃ³n de salto flotante,29/10/2016,Sabado,896.2393653,2
ATL,Anotado,SF,No,920,PHI,Jump Shot,3,ATL,23,3:19,29/10/2016,Kent Bazemore,30,1,Fallido,Philadelphia 76ers,Atlanta Hawks,Alero,Salto de salto,29/10/2016,Sabado,920.2874551,2
ATL,Fallido,PG,No,838,PHI,Jump Shot,2,ATL,164,3:43,29/10/2016,Dennis Schroder,24,1,Fallido,Philadelphia 76ers,Atlanta Hawks,Base,Salto de salto,29/10/2016,Sabado,853.8969493,2
ATL,Fallido,SG,No,905,PHI,Pullup Jump Shot,2,ATL,81,3:56,29/10/2016,Kyle Korver,5,1,Anotado,Philadelphia 76ers,Atlanta Hawks,Escolta,Tiro de salto pullup,29/10/2016,Sabado,908.6176313,2
ATL,Anotado,SG,No,650,PHI,Jump Shot,3,ATL,266,4:37,29/10/2016,Kyle Korver,41,1,Anotado,Philadelphia 76ers,Atlanta Hawks,Escolta,Salto de salto,29/10/2016,Sabado,702.3218635,2
ATL,Anotado,SF,No,890,PHI,Jump Shot,2,ATL,77,4:57,29/10/2016,Kent Bazemore,20,1,Anotado,Philadelphia 76ers,Atlanta Hawks,Alero,Salto de salto,29/10/2016,Sabado,893.324689,2
ATL,Anotado,SG,No,689,PHI,Jump Shot,2,ATL,274,5:33,29/10/2016,Kyle Korver,36,1,Anotado,Philadelphia 76ers,Atlanta Hawks,Escolta,Salto de salto,29/10/2016,Sabado,741.4829735,2
ATL,Anotado,PF,No,890,PHI,Reverse Layup,2,ATL,264,5:52,29/10/2016,Paul Millsap,19,1,Anotado,Philadelphia 76ers,Atlanta Hawks,Ala-pÃ­vot,Bandeja inversa,29/10/2016,Sabado,928.3296828,2
ATL,Anotado,PF,No,814,PHI,Turnaround Jump Shot,2,ATL,192,6:49,29/10/2016,Paul Millsap,57,1,Anotado,Philadelphia 76ers,Atlanta Hawks,Ala-pÃ­vot,Tiro de salto de respuesta,29/10/2016,Sabado,836.3372525,2
ATL,Anotado,C,No,900,PHI,Driving Layup,2,ATL,275,7:35,29/10/2016,Mike Muscala,46,1,Anotado,Philadelphia 76ers,Atlanta Hawks,Centro,Bandeja,29/10/2016,Sabado,941.0765112,2
ATL,Anotado,C,No,769,PHI,Jump Shot,2,ATL,138,8:13,29/10/2016,Mike Muscala,38,1,Anotado,Philadelphia 76ers,Atlanta Hawks,Centro,Salto de salto,29/10/2016,Sabado,781.2841993,2
ATL,Anotado,PF,No,888,PHI,Running Dunk,2,ATL,250,8:35,29/10/2016,Kris Humphries,22,1,Anotado,Philadelphia 76ers,Atlanta Hawks,Ala-pÃ­vot,Correr volcado,29/10/2016,Sabado,922.5204605,2
ATL,Anotado,SG,No,637,PHI,25' 3PT Jump Shot,3,ATL,266,9:05,29/10/2016,Tim Hardaway Jr.,30,1,Bloqueado,Philadelphia 76ers,Atlanta Hawks,Escolta,Tiro de salto de 25 '3 puntos,29/10/2016,Sabado,690.3079023,2
ATL,Bloqueado,G,No,661,PHI,Jump Shot,3,ATL,128,9:24,29/10/2016,Malcolm Delaney,19,1,Anotado,Philadelphia 76ers,Atlanta Hawks,Guardia,Salto de salto,29/10/2016,Sabado,673.2792883,2
ATL,Anotado,SG,No,873,PHI,Jr. 3' Cutting Layup Shot,2,ATL,272,10:08,29/10/2016,Tim Hardaway Jr.,44,1,Bloqueado,Philadelphia 76ers,Atlanta Hawks,Escolta,Jr. 3 'TOTO DE CUTA CORTE,29/10/2016,Sabado,914.3921478,2
ATL,Bloqueado,SG,No,676,PHI,25' 3PT Jump Shot,3,ATL,110,10:34,29/10/2016,Tim Hardaway Jr.,26,1,Fallido,Philadelphia 76ers,Atlanta Hawks,Escolta,Tiro de salto de 25 '3 puntos,29/10/2016,Sabado,684.8912322,2
ATL,Fallido,SG,No,888,PHI,Jr.  Running Dunk,2,ATL,250,11:05,29/10/2016,Tim Hardaway Jr.,31,1,Anotado,Philadelphia 76ers,Atlanta Hawks,Escolta,Jr. Running Dunk,29/10/2016,Sabado,922.5204605,2
